"","Proyecto","Temporada","Codigo","Codigo_Corto","Nombre","Nombre_Completo","Fecha","Hora","Norte","Este","Cota","Zona","Lugar","Distrito","Provincia","Vertiente","Cuenca","Subcuenca","Microcuenca","Tipo_Fuente","Clase_Fuente","Uso","PFQ","T.Analisis","Muestreo","Monitoreo","Blanco","Estandar","Duplicado","Asp_Geologico","Desc_Litologica","Morfologia","Pendiente","Caudal","Color","Olor","T_Fuente","T_Ambiente","pH","pH_mV","Eh","ORP_mv","CE_uS_cm","TDS_mg_L","TDS_ppt","Salinidad_PSU","Resistividad_Kohm-cm","OD_mgL","OD_Sat.","Precipitados","Algas_plantas","Basurales","Animales","Letrinas_Sítios","Poblacion","Pasivos_Ambientales","Act_Antropica","Alt.Geo.Nat","Ev.Meteo","Viento","Foto","Observaciones","Realizado_por","Alcalinidad_mgCaCO3_L","CO3_menos_2_mg_L","HCO3_menos","F","Cl","NO3_menos_1","NO3_menos_1_como_N","SO4_menos_2","NO2_menos_1","NO2_menos_1_como_N","Na_dis","Mg_dis","K_dis","Ca_dis","Sr_dis","Li_dis","Si_dis","SiO2 _dis","Ag_dis","Al_dis","As_dis","B_dis","Ba_dis","Be_dis","Bi_dis","Cd_dis","Ce_dis","Co_dis","Cr_dis","Cu_dis","Fe_dis","Hg_dis","La_dis","Mn_dis","Mo_dis","Ni_dis","Pb_dis","S_dis","Sb_dis","Se_dis","Sn_dis","Th_dis","Ti_dis","Tl_dis","U_dis","V_dis","W_dis","Y_dis","Zn_dis","Na_tot","Mg_tot","K_tot","Ca_tot","Sr_tot","Li_tot","Si_tot","SiO2_tot","Ag_tot","Al_tot","As_tot","B_tot","Ba_tot","Be_tot","Bi_tot","Cd_tot","Ce_tot","Co_tot","Cr_tot","Cu_tot","Fe_tot","Hg_tot","La_tot","Mn_tot","Mo_tot","Ni_tot","Pb_tot","S_tot","Sb_tot","Se_tot","Sn_tot","Th_tot","Ti_tot","Tl_tot","U_tot","V_tot","W_tot","Y_tot","Zn_tot","Ca_meq_l","Mg_meq_l","Na_meq_l","K_meq_l","Total_meq_l...156","HCO3_meq_l","CO3_meq_l","SO4_meq_l","Cl_meq_l","Total_meq_l...161","BI_per","Ca_per","Mg_per","Na_plus_K_per","HCO3_plus_CO3_per","SO4_per","Cl_per","HIDROTIPO","As_com","As_ran","B_com","B_ran","Cu_com","Cu_ran","Fe_com","Fe_ran","Mn_com","Mn_ran","pH_ran","CE_ran","Ti_com","Ti_ran","Zn_com","Zn_ran","Ni_com","Ni_ran"
"69","GA47C","Avenida","13491-19-SW-193","SW-193","Escalera","Quebrada Escalera",2019-05-03,1899-12-31 14:32:00,8267674,219453,3563,"19 S","Trapiche","Chivay","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Quebrada","Agrícola","Sí","Químico","Original",NA,NA,NA,NA,"Volcánico/Depósito superficial","Básicamente el entorno geológico de este punto de muestreo está constituido por un depósito cuaternario (cantos y bloques polimícticos de hasta 1 m de diámetro ) y suelo orgánico en la superficie de las márgenes de la quebrada","Valle Fluvial","Muy Baja",100,"Incoloro","Inodoro",14.4,NA,8.43,54.8,NA,324.9,231.3,113.8,NA,0.158,4.323,6.81,101.9,"No","No","No","No","No","Rural","no","Ninguno","No","Ninguno","Sí, moderado","10991111","Se realizó un blanco de campo","I. Becerra y J. Ortiz","59.7","<1","59","<0.2","10",NA,NA,35.3,NA,NA,10.5,5.1,4.8,19.4,0.1651,"<0.0004",16.6355140186916,35.6,"<0.0003","4.7E-2","5.0000000000000001E-3","7.0000000000000007E-2",0.0311,"<0.0002","<0.0002","<0.0002","<0.0002","5.0000000000000001E-4","<0.001","2.2000000000000001E-3","<0.01","<0.020","<0.0002","7.3000000000000001E-3","6.9999999999999999E-4","1.1999999999999999E-3","1E-3",11.8,"<0.0008","<0.002","<0.0005","<0.0002","8.0000000000000004E-4","<0.0001","5.0000000000000001E-4","2.8E-3","<0.0005","<0.0005","8.0000000000000002E-3",12.4,6.3,4.9,22.5,0.1878,"<0.0004",20.7476635514019,44.4,"<0.0003","0.51200000000000001","5.0000000000000001E-3","0.08",0.0383,"<0.0002","<0.0002","<0.0002","5.9999999999999995E-4","5.9999999999999995E-4","1E-3","1.44E-2","0.2","<0.020","2.9999999999999997E-4","1.5599999999999999E-2","8.0000000000000004E-4","1.5E-3","1.8E-3",13.9,"<0.0008","<0.002","<0.0005","<0.0002","7.4000000000000003E-3","<0.0001","5.0000000000000001E-4","3.3E-3","<0.0005","<0.0005","1.4999999999999999E-2",0.97,0.419753086419753,0.456521739130435,0.122762148337596,1.96903697388778,0.967213114754098,0,0.735416666666667,0.282087447108604,1.98471722852937,-0.39659153904911,49.2626605220508,21.317684329257,29.4196551486922,48.7330437228472,37.0539770651154,14.2129792120374,"Bicarbonatada cálcica",0.005,"Moderado",0.07,"Moderado",0.0022,"Alto",0.00549369407591714,"Bajo",0.0073,"Moderado","Alto","Moderado",8e-04,"Bajo",0.008,"Alto",0.0012,"Alto"
"70","GA47C","Avenida","13491-19-SW-194","SW-194","Tocna Ayve","Quebrada Tocna Ayve",2019-05-03,1899-12-31 15:12:00,8267452,218985,3564,"19 S","Trapiche","Chivay","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Superficial","Quebrada","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Sedimentario/Depósito superficial","En la base del río tenemos depósitos cuaternarios (cantos y bloques polimícticos de hasta 1.5 metros de diámetro). En la margen derecha afloran secuencias de conglomerados de la Fm. Colca. En la margen izquierda observamos depósitos recientes con cubierta orgánica.","Ladera con flujo piroclástico","Baja",35,"Incoloro","Inodoro",15.6,NA,8.4,53.9,NA,280.1,114.7,56.71,NA,0.106,8.717,7.28,113.8,"No","No","No","No","No","Rural","no","Ninguno","No","Ninguno","Sí, moderado","11121121","Ninguna","I. Becerra y J. Ortiz","41.7","<1","41","<0.2","1.2",NA,NA,13.5,NA,NA,6.6,2.1,3.2,9.8,0.1086,"<0.0004",11.7289719626168,25.1,"<0.0003","1.4999999999999999E-2","1E-3","<0.05",0.0266,"<0.0002","<0.0002","<0.0002","<0.0002","2.0000000000000001E-4","<0.001","1.4E-3","0.04","<0.020","<0.0002","2.0999999999999999E-3","2.9999999999999997E-4","<0.0007","<0.0005",4.7,"<0.0008","<0.002","<0.0005","<0.0002","6.9999999999999999E-4","<0.0001","2.9999999999999997E-4","2.5999999999999999E-3","<0.0005","<0.0005","4.0000000000000001E-3",7.7,2.6,4.5,11.3,0.1118,"<0.0004",14.6728971962617,31.4,"<0.0003","0.30299999999999999","1E-3","<0.05",0.0285,"<0.0002","<0.0002","<0.0002","4.0000000000000002E-4","2.0000000000000001E-4","1E-3","1.6999999999999999E-3","0.21","<0.020","2.0000000000000001E-4","6.7999999999999996E-3","2.9999999999999997E-4","<0.0007","1.6000000000000001E-3",5.3,"<0.0008","<0.002","<0.0005","<0.0002","4.1000000000000003E-3","<0.0001","2.9999999999999997E-4","3.0999999999999999E-3","<0.0005","<0.0005","7.0000000000000001E-3",0.49,0.172839506172839,0.28695652173913,0.0818414322250639,1.03163746013703,0.672131147540984,0,0.28125,0.0338504936530324,0.987231641194016,2.19953928235075,47.4973058786478,16.7538997808281,35.7487943405241,68.0824154631094,28.4887546411944,3.42882989569618,"Bicarbonatada cálcica",0.001,"Bajo",0.0611056589067999,"Moderado",0.0014,"Moderado",0.04,"Alto",0.0021,"Bajo","Alto","Bajo",7e-04,"Bajo",0.004,"Bajo",NA,NA
"71","GA47C","Avenida","13491-19-SW-195","SW-195","Colca","Río Colca",2019-05-03,1899-12-31 16:40:00,8267523,217906,3454,"19 S","Jallalli","Yanque","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Sedimentario/Depósito superficial","En la base del río observamos depósitos cuaternarios (cantos y bloques polimícticos de hasta 4 m de diámetro). En ambos márgenes afloran secuencias de conglomerados intercalados con areniscas de grano medio que corresponden a la Fm.Colca","Valle Fluvial","Baja",2500,"Incoloro","Inodoro",11.9,NA,8.35,50,NA,313.3,555.9,272.9,NA,0.311,1.799,6.84,98.8,"No","No","No","No","no","Rural","NO","Ninguno","No","Ninguno","Sí, moderado","11221130","Ninguna","I. Becerra y J. Ortiz","87.9","1","87","<0.2","88.9",NA,NA,27.8,NA,NA,56.1,4.9,5.2,21.7,0.4381,"0.1241",11.0280373831776,23.6,"<0.0003","0.01","2.7E-2","0.62",0.039,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","<0.001","2.3E-3","0.01","<0.020","<0.0002","5.7999999999999996E-3","8.0000000000000004E-4","<0.0007","<0.0005",9.5,"<0.0008","<0.002","<0.0005","<0.0002","4.3E-3","<0.0001","5.0000000000000001E-4","3.8E-3","<0.0005","<0.0005","8.0000000000000002E-3",72.9,6.3,5.5,26,0.5071,"0.14080000000000001",14.3457943925234,30.7,"<0.0003","0.12","2.9000000000000001E-2","0.81",0.0473,"<0.0002","<0.0002","<0.0002","<0.0002","2.9999999999999997E-4","2E-3","2.5000000000000001E-3","0.08","<0.020","<0.0002","9.4000000000000004E-3","1E-3","<0.0007","1.8E-3",11.8,"<0.0008","<0.002","<0.0005","<0.0002","7.1999999999999998E-3","<0.0001","5.0000000000000001E-4","4.1999999999999997E-3","<0.0005","<0.0005","8.9999999999999993E-3",1.085,0.403292181069959,2.43913043478261,0.132992327365729,4.0604149432183,1.42622950819672,0.0333333333333333,0.579166666666667,2.50775740479549,4.54648691299221,-5.64746732209077,26.7214069294116,9.9322898449957,63.3463032255926,32.103091232027,12.7387734255128,55.1581353424603,"Clorurada sódica",0.027,"Muy Alto",0.62,"Muy Alto",0.0023,"Alto",0.01,"Bajo",0.0058,"Moderado","Alto","Alto",0.0043,"Muy Alto",0.008,"Alto",NA,NA
"72","GA47C","Avenida","13491-19-SW-196","SW-196","Colca","Río Colca",2019-05-03,1899-12-31 17:25:00,8268908,216069,3370,"19 S","Collota","Yanque","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Río","Ninguno","Sí","Químico","Original",NA,NA,NA,NA,"Depósito superficial","En ambos márgenes se observan terrazas aluviales con depósitos de suelos arenolimosos, arenas finas, medias y gruesas. En orillas del río bloques redondeados angulosos y subangulosos de  hasta 5 m de diámetro.","Valle Fluvial","Muy Baja",NA,"Incoloro","Inodoro",11.5,NA,8.39,59.7,NA,266,578.3,283.9,NA,0.324,1.729,6.62,94.8,"No","No","No","nO","no","Rural","no","Ninguno","No","Ninguno","No",NA,"Ninguna","J. Moreno y M. Huaripata","90.8","1","89","<0.2","101.4",NA,NA,31.8,NA,NA,60.9,4.7,5.7,21.8,0.4956,"0.17119999999999999",10.9345794392523,23.4,"<0.0003","1.6E-2","2.7E-2","0.84",0.0402,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","<0.001","1.8E-3","0.01","<0.020","<0.0002","9.5999999999999992E-3","8.0000000000000004E-4","<0.0007","<0.0005",10.7,"<0.0008","<0.002","<0.0005","<0.0002","6.0000000000000001E-3","<0.0001","5.0000000000000001E-4","3.8999999999999998E-3","8.0000000000000004E-4","<0.0005","3.0000000000000001E-3",80,5.8,6,24.5,0.5018,"0.17399999999999999",13.6915887850467,29.3,"<0.0003","0.10199999999999999","2.9000000000000001E-2","0.97",0.0452,"<0.0002","<0.0002","<0.0002","<0.0002","2.0000000000000001E-4","2E-3","5.1000000000000004E-3","7.0000000000000007E-2","<0.020","<0.0002","1.1599999999999999E-2","8.9999999999999998E-4","<0.0007","2.5999999999999999E-3",12.9,"<0.0008","<0.002","<0.0005","<0.0002","7.1999999999999998E-3","<0.0001","5.0000000000000001E-4","4.1000000000000003E-3","8.0000000000000004E-4","<0.0005","7.0000000000000001E-3",1.09,0.386831275720165,2.64782608695652,0.145780051150895,4.27043741382758,1.45901639344262,0.0333333333333333,0.6625,2.86036671368124,5.0152164404572,-8.02074940889537,25.5243174029575,9.05835253474535,65.4173300622972,29.7564371247736,13.2097987766926,57.0337640985338,"Clorurada sódica",0.027,"Muy Alto",0.84,"Muy Alto",0.0018,"Alto",0.01,"Bajo",0.0096,"Moderado","Alto","Alto",0.006,"Muy Alto",0.003,"Bajo",NA,NA
"73","GA47C","Avenida","13491-19-SW-198","SW-198","Collota","Quebrada Collota",2019-05-04,1899-12-31 12:50:00,8269186,216156,3380,"19 S","Collota","Coporaque","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Superficial","Quebrada","Agropecuario","Sí","Químico","Original",NA,NA,NA,NA,"Depósito superficial","Depósito de clastos, gravas en matriz limoarenosa","Ladera de montaña en roca volcano-sedimentaria","Media",NA,"Incoloro","Inodoro",20.5,NA,8.03,41.5,NA,281.9,563.5,276.2,NA,0.321,1.776,5.85,98.7,"No","No","No","No","no","Rural","no","Ninguno","No","Ninguno","No",NA,"Parte del caudal de la quebrada se encuentra captado en una tubería para riego","J. Moreno y M. Huaripata","112.5","2","111","0.3","60.1",NA,NA,66.4,NA,NA,54.5,6.9,10.2,29,0.4376,"0.15049999999999999",29.7663551401869,63.7,"<0.0003","<0.005","2.7E-2","0.72",0.0506,"<0.0002","<0.0002","<0.0002","<0.0002","<0.0002","<0.001","5.9999999999999995E-4","0.01","<0.020","<0.0002","2.3599999999999999E-2","1.1999999999999999E-3","<0.0007","<0.0005",22.2,"<0.0008","<0.002","<0.0005","<0.0002","3.5000000000000001E-3","<0.0001","6.9999999999999999E-4","1.4800000000000001E-2","1.5E-3","<0.0005","6.0000000000000001E-3",63.7,7.8,10.4,29.1,0.4792,"0.15279999999999999",32.3364485981308,69.2,"<0.0003","0.33700000000000002","2.7E-2","0.87",0.0552,"<0.0002","<0.0002","<0.0002","5.9999999999999995E-4","4.0000000000000002E-4","2E-3","6.3E-3","0.21","<0.020","2.9999999999999997E-4","3.3599999999999998E-2","1.4E-3","<0.0007","5.5999999999999999E-3",24.4,"<0.0008","<0.002","<0.0005","<0.0002","1.6199999999999999E-2","<0.0001","8.0000000000000004E-4","1.55E-2","1.9E-3","<0.0005","2.4E-2",1.45,0.567901234567901,2.3695652173913,0.260869565217391,4.6483360171766,1.81967213114754,0.0666666666666667,1.38333333333333,1.69534555712271,4.96501768827025,-3.29418515948521,31.1939583249132,12.2173016853641,56.5887399897227,37.9925896794012,27.8615992970464,34.1458110235524,"Bicarbonatada sódica",0.027,"Muy Alto",0.72,"Muy Alto",6e-04,"Bajo",0.01,"Bajo",0.0236,"Alto","Alto","Alto",0.0035,"Alto",0.006,"Moderado",NA,NA
"74","GA47C","Estiaje","13491-19-GW-121","GW-121","Ran Ran","Manantial Ran Ran",2019-10-20,1899-12-31 12:30:00,8289456,221441,4463,"19 S","Ran Ran","Tuti","Caylloma","Pacífico","Camaná","Alto Camaná","Tuti","Subterránea","Manantial","Ninguno","Sí","Químico",NA,"Si",NA,NA,NA,"Volcánico/Sedimentario/Depósito superficial","En la base encontramos bofedales polisurgentes que en la margen derecha de la carretera se encuentran en sumidero que desfoga en otro lado de la carretera. En los márgenes laterales tenemos tobas andesíticas de  la unidad Nm-am, además se presenta rocas sedimentarias (areniscas brechadas y fracturadas).","Lomada","Baja",NA,"Incoloro","Inodoro",19.3,NA,7.12,10.6,NA,265.6,66.1,32.89,NA,0.085,15.13,5.19,98,"No","Sí (abundante)","No","Sí","No","Rural","No","Ninguno","Sí (aguas arriba)","Poblador indicó que 
llovio dias antes.","Si (Leve a Moderado)","593599","El punto se encuentra a 20 m de la carretera (aguas arriba).","J.Ortiz & A.Otiniano","28.5","< 0.6","34.799999999999997","0.13800000000000001","0.622","< 0.009","< 0.002",4.255,"< 0.015","< 0.004",3.65,2.621,2.99,4.05,0.0391,"< 0.0007",15.9,34.026,"< 0.00008","< 0.003","5.0000000000000001E-4","< 0.003",0.0416,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","1.4E-3","0.05","< 0.00005","< 0.0005","5.5999999999999999E-3","5.9999999999999995E-4","< 0.0002","< 0.0002",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","< 0.0005","< 0.0002","< 0.0002","6.6E-3","< 0.0002","< 0.00002","< 0.008",3.65,2.768,3.3,4.15,0.0391,"< 0.0007",16.7,35.738,"< 0.00008","3.4000000000000002E-2","6.9999999999999999E-4","< 0.003",0.0027,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","1.4E-3","5.2999999999999999E-2","< 0.00005","< 0.0005","8.9999999999999993E-3","5.9999999999999995E-4","< 0.0002","4.0000000000000002E-4",NA,"5.0000000000000001E-4","< 0.0006","< 0.0002","< 0.00006","1.6999999999999999E-3","< 0.0002","< 0.0002","7.7999999999999996E-3","< 0.0002","< 0.00002","< 0.008",0.2025,0.215720164609053,0.158695652173913,0.0764705882352941,0.653386405018261,0.570491803278688,0,0.0886458333333333,0.0175458392101551,0.676683475822177,-1.75156742811102,30.9923803808468,33.0157106043589,35.9919090147942,84.3070392084771,13.1000440384077,2.59291675311515,"Bicarbonatada cálcica",5e-04,"Bajo",0.000494167965413248,"Bajo",0.0014,"Moderado",0.05,"Alto",0.0056,"Moderado","Bajo","Bajo",NA,NA,NA,NA,2.68346359842691e-06,"Bajo"
"75","GA47C","Estiaje","13491-19-GW-134","GW-134","Belén","Geiser Belén",2019-10-25,1899-12-31 14:38:00,8273538,178306,2160,"19 S","Belén","Tapay","Caylloma","Pacífico","Camaná","Alto Camaná","Cabanaconde","Subterránea","Geiser","Ninguno","Sí","Químico",NA,"Si",NA,NA,NA,"Volcánico/Depósito superficial","En la base del río observamos cantos y bloques de hasta 1 metro. En la margen izquierda tenemos afloramientos a la Fm. Tuti y costra de Travertino. En la margen derecha tobas riodacíticas moderadamente alteradas de la Fm. Tuti","Cañón","Baja",NA,"Incoloro","Sulfuroso",70.4,NA,8.4,94.5,NA,72.5,3873,1898,"1.8979999999999999",2.05,0.2582,2.75,56.4,"Si","No","No","No","No","Rural","No","Ninguno","No","Ninguno","Sí, moderado","561571","El vapor emanado por el Geiser tiene un olor fétido. Se mide OD luego que se enfrió el agua.","M.Carrasco & I. Becerra","70","24.9","34.799999999999997","6.67","982.6","< 0.009","< 0.002",340.9,"< 0.015","< 0.004",640.2,4.015,89.6,43.62,0.7523,"3.996",93.5,200.09,"< 0.00008","1.6E-2","1.226","14.43",0.1226,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","< 0.0003","4.9000000000000002E-2","< 0.00005","< 0.0005","4.7000000000000002E-3","2.2000000000000001E-3","< 0.0002","< 0.0002",NA,"3.49E-2","< 0.0006","< 0.0002","< 0.00006","< 0.0005","5.4999999999999997E-3","< 0.0002","< 0.0002","5.2699999999999997E-2","< 0.00002","< 0.008",660.1,4.303,89.6,50.61,0.7523,"3.996",93.5,200.09,"< 0.00008","3.3000000000000002E-2","1.278","15.63",0.1226,"4.0000000000000002E-4","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","< 0.0003","5.1999999999999998E-2","< 0.00005","< 0.0005","2.5100000000000001E-2","2.3E-3","< 0.0002","< 0.0002",NA,"0.11550000000000001","< 0.0006","< 0.0002","< 0.00006","1.9E-3","5.7999999999999996E-3","< 0.0002","< 0.0002","5.8500000000000003E-2","< 0.00002","< 0.008",2.181,0.330452674897119,27.8347826086957,2.29156010230179,32.6377953858946,0.570491803278688,0.83,7.10208333333333,27.7179125528914,36.2204876895034,-5.20299395162946,6.68243664810334,1.0124846699662,92.3050786819305,3.86657356820887,19.6079174698454,76.5255089619458,"Clorurada cálcica",1.226,"Muy Alto",14.43,"Muy Alto",0.000174696173521302,"Bajo",0.049,"Alto",0.0047,"Moderado","Alto","Muy Alto",NA,NA,NA,NA,4.80994460779954e-06,"Bajo"
"76","GA47C","Estiaje","13491-19-GW-138","GW-138","Joyas","Galería Filtrante Joyas",2019-10-27,1899-12-31 10:45:00,8269490,182249,3408,"19 S","Joyas","Cabanaconde","Caylloma","Pacífico","Camaná","Alto Camaná","Cabanaconde","Subterránea","Galería","Ganadería","Sí","Químico",NA,"Si",NA,NA,NA,"Volcánico","En la naciente de la galería filtrante tenemos fracturas en dirección NE-SO, con una apertura de 1.5 metros. Las rocas que albergan este manantial son tobas piroclásticas del Complejo Volcánico Hualca Hualca.","Ladera","Muy fuerte",NA,"incoloro","Inodoro",19.2,NA,7.61,37.8,NA,258.3,349.3,171.8,NA,0.217,2.86,5.82,99.4,"No","Sí (Poco)","No","Sí","No","Rural","No","Ganadería","No","Ninguno","No","943956","3 tuberías de 6 pulgadas cada una que nos da un caudal aproximado de 50 l/s. Se captan varias tuberías desde la boca de  la galería (captación para  Cabanaconde), aguas abajo tenemos una represa de regadío de 100 metros aproximadamente.","J.Ortiz & A.Otiniano","98.9","< 0.6","120.7","0.22600000000000001","1.837","4.2880000000000003","0.96899999999999997",71.84,"< 0.015","< 0.004",15.8,16.09,4.28,27.51,0.1705,"2.7400000000000001E-2",35.7,76.398,"< 0.00008","< 0.003","5.1000000000000004E-3","4.1000000000000002E-2",0.0265,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","8.9999999999999998E-4","< 0.016","< 0.00005","< 0.0005","< 0.0002","1.5E-3","< 0.0002","< 0.0002",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","< 0.0005","< 0.0002","5.0000000000000001E-4","2.3099999999999999E-2","< 0.0002","< 0.00002","< 0.008",16.66,16.75,4.32,28.34,0.1705,"3.0099999999999998E-2",36.4,77.896,"< 0.00008","0.03","5.1999999999999998E-3","4.7E-2",0.0145,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","1.2999999999999999E-3","5.5E-2","< 0.00005","< 0.0005","8.0000000000000004E-4","1.8E-3","< 0.0002","4.0000000000000002E-4",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","< 0.0005","< 0.0002","5.9999999999999995E-4","2.47E-2","< 0.0002","< 0.00002","< 0.008",1.3755,1.32427983539095,0.68695652173913,0.109462915601023,3.4961992727311,1.97868852459016,0,1.49666666666667,0.0518194640338505,3.52717465529068,-0.441032798154116,39.3427231316112,37.8776989549703,22.7795779134185,56.0983993696534,42.4324512658227,1.46914936452388,"Bicarbonatada cálcica",0.0051,"Moderado",0.041,"Moderado",9e-04,"Bajo",0.00406321648403461,"Bajo",5.63742312984486e-05,"Bajo","Moderado","Moderado",NA,NA,NA,NA,6.98047369487641e-06,"Bajo"
"77","GA47C","Estiaje","13491-19-GW-141","GW-141","Lari","Termal Lari",2019-10-22,1899-12-31 11:27:00,8269663,203172,3239,"19 S","Lari","Lari","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Subterránea","Termal","Ninguno","Sí","Químico",NA,"Si",NA,NA,NA,"Volcánico/Sedimentario/Depósito superficial","En la base del rio Colca (a 30 metros aproximadamente) tenemos cantos y bloques polimícticos de hasta 2 m de diámetro. En la margen derecha (a 30 metros aproximadamente) tenemos fuente termal que está emplazado en una secuencia de conglomerados correspondientes a la Fm. Colca","Valle","Muy baja",NA,"Incoloro","Inodoro",33.5,NA,7.53,42,NA,263.3,874.9,429.2,NA,0.48,1.143,1.8,37.5,"No","Sí","Sí","Sí","No","Rural","No","Ninguno","No","Ninguno","No","353363","Tenemos presencia antrópica y evidencia de basurales a los alrededores del punto de muestreo.","M.Carrasco & I. Becerra","165.9","< 0.6","202.4","0.49099999999999999","2.4849999999999999","< 0.009","< 0.002",274.8,"< 0.015","< 0.004",43.68,33.25,9.57,89.98,0.5979,"3.0700000000000002E-2",34.3,73.402,"< 0.00008","1.4999999999999999E-2","6.5600000000000006E-2","9.2999999999999999E-2",0.0268,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","1.5699999999999999E-2","0.14899999999999999","< 0.00005","< 0.0005","0.2263","1.3100000000000001E-2","< 0.0002","4.0000000000000002E-4",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","< 0.0005","< 0.0002","< 0.0002","< 0.0002","< 0.0002","< 0.00002","< 0.008",43.68,33.25,9.84,89.98,0.5979,"3.2000000000000001E-2",35.4,75.756,"< 0.00008","2.4E-2","6.5799999999999997E-2","0.11600000000000001",0.0268,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","1.1999999999999999E-3","0.222","< 0.00005","< 0.0005","0.2263","1.3599999999999999E-2","< 0.0002","5.0000000000000001E-4",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","1.6000000000000001E-3","< 0.0002","< 0.0002","5.0000000000000001E-4","< 0.0002","< 0.00002","< 0.008",4.499,2.73662551440329,1.89913043478261,0.244757033248082,9.37951298243398,3.31803278688525,0,5.725,0.070098730606488,9.11313151749174,1.44047253459784,47.9662431133232,29.1766269691024,22.8571299175744,36.4093591814912,62.8214350798235,0.769205738685331,"Sulfatada cálcica",0.0656,"Muy Alto",0.093,"Alto",0.0157,"Muy Alto",0.149,"Muy Alto",0.2263,"Muy Alto","Moderado","Muy Alto",NA,NA,NA,NA,9.25005645802632e-06,"Bajo"
"78","GA47C","Estiaje","13491-19-GW-146","GW-146","Japo","Manantial Japo",2019-10-22,1899-12-31 10:18:00,8269242,201755,3284,"19 S","Maca","Maca","Caylloma","Pacífico","Camaná","Alto Camaná","Maca","Subterránea","Manantial","Agropecuario, Consumo humano","Sí","Químico",NA,"Si",NA,NA,NA,"Depósito superficial","El entorno geológico de este punto se limita a depósitos cuaternarios (dispuestos en terrazas o sistemas de andenes). Al suroeste del punto (a más de 50 metros aproximadamente) tenemos conglomerados de la Fm. Colca.","Ladera","Baja",NA,"Incoloro","Inodoro",20.7,NA,7.19,14,NA,189.1,202.4,99.7,NA,0.148,4.938,5.28,89.9,"No","No","No","Sí","No","Rural","No","Agropecuario","No","Ninguno","No","700706","La muestra se tomó en una zona de deslizamiento donde se encuentra una falla geológica activa.","J.Ortiz & A.Otiniano","73.7","< 0.6","89.9","0.16900000000000001","13.23","1.2789999999999999","0.28899999999999998",7.741,"< 0.015","< 0.004",17.56,7.993,2.62,13.74,0.0872,"9.1999999999999998E-3",29.6,63.344,"< 0.00008","8.0000000000000002E-3","6.7000000000000002E-3","7.8E-2",0.0442,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","8.0000000000000004E-4","2.3E-2","< 0.00005","< 0.0005","5.9999999999999995E-4","1.6999999999999999E-3","< 0.0002","< 0.0002",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","< 0.0005","< 0.0002","5.0000000000000001E-4","1.9400000000000001E-2","< 0.0002","< 0.00002","< 0.008",17.56,7.993,2.62,13.74,0.0872,"9.1999999999999998E-3",29.6,63.344,"< 0.00008","4.8000000000000001E-2","6.7999999999999996E-3","9.5000000000000001E-2",0.0249,"< 0.0002","< 0.0002","< 0.00010","< 0.00008","< 0.0002","< 0.0007","1.6000000000000001E-3","6.5000000000000002E-2","< 0.00005","< 0.0005","2.8E-3","1.6999999999999999E-3","< 0.0002","8.0000000000000004E-4",NA,"< 0.0002","< 0.0006","< 0.0002","< 0.00006","1.9E-3","< 0.0002","5.0000000000000001E-4","1.9400000000000001E-2","< 0.0002","< 0.00002","< 0.008",0.687,0.657860082304527,0.763478260869565,0.0670076726342711,2.17534601580836,1.47377049180328,0,0.161270833333333,0.373201692524683,2.00824301766129,3.99424983692726,31.5811827179461,30.2416294935987,38.1771877884552,73.3860632822995,8.03044412031078,18.5834925973897,"Bicarbonatada sódica",0.0067,"Alto",0.078,"Moderado",8e-04,"Bajo",0.023,"Moderado",6e-04,"Bajo","Bajo","Moderado",NA,NA,NA,NA,1.1641836617655e-05,"Bajo"
